"region","code_iso3","country_name","city","measure_year","measure_pm25_ug_m3","measure_pm10_ug_m3","measure_no2_ug_m3","pm25_temporal_coverage","pm10_temporal_coverage","no2_temporal_coverage","source","monitoring_station_number","database_version","status"
"European Region","NLD","Netherlands","Amsterdam",2019,11.15,19.91,29.87,NA,NA,98.17732116,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Badhoevedorp",2017,11.93,19.06,30.53,NA,NA,99.15525114,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Badhoevedorp",2018,12.7,20.73,26.86,NA,NA,99.17808219,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Badhoevedorp",2019,11.7,19.02,25.83,NA,NA,99.12100457,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Biddinghuizen",2017,NA,15.53,13.33,NA,NA,98.33333333,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Biddinghuizen",2018,NA,17.26,13.35,NA,NA,97.79680365,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Biddinghuizen",2019,NA,16.11,11.76,NA,NA,99.08675799,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Biest-Houtakker",2017,11.12,19.72,21.09,NA,NA,98.74429224,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Biest-Houtakker",2018,12.78,21.31,24.78,NA,NA,91.98630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Biest-Houtakker",2019,10.87,18.84,20.92,NA,NA,97.30593607,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Breda",2017,12.73,20.72,28.31,NA,NA,91.58675799,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Breda",2018,12.62,21.55,26.1,NA,NA,97.95091324,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Breda",2019,9.81,19.81,25.56,NA,NA,99.69748859,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Den Haag",2017,10.22,20.24,28.4,NA,NA,96.59436834,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Den Haag",2018,10.2,20.31,27.11,NA,NA,97.89954338,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Den Haag",2019,8.63,19.58,25.5,NA,NA,98.89649924,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Dordrecht",2017,NA,18,22.93,NA,NA,99.543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Dordrecht",2018,NA,18.48,20.92,NA,NA,99.53196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Dordrecht",2019,NA,17.22,20.67,NA,NA,97.94520548,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Eibergen",2017,NA,18.19,13.14,NA,NA,86.59817352,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Eibergen",2018,NA,18.6,13.87,NA,NA,88.04794521,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Eibergen",2019,NA,15.92,13.83,NA,NA,99.25799087,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Eindhoven",2017,NA,20.44,26.97,NA,NA,97.65410959,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Eindhoven",2018,NA,20.9,25.25,NA,NA,98.45890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Eindhoven",2019,NA,19.78,24.1,NA,NA,99.7260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Fijnaart",2018,NA,17.9,18.66,NA,NA,98.97260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Fijnaart",2019,NA,16.83,16.95,NA,NA,95.98173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Groningen",2017,9.55,21.93,17.93,NA,NA,98.14497717,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Groningen",2018,10.55,22.82,17.71,NA,NA,97.66552512,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Groningen",2019,8.65,22.23,17.47,NA,NA,95.39954338,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Haarle",2017,NA,18.23,12.15,NA,NA,89.45205479,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Haarle",2018,NA,17.9,11.91,NA,NA,99.32648402,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Haarle",2019,NA,16.03,11.26,NA,NA,98.89269406,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Haarlem",2017,NA,19.37,27.28,NA,NA,99.7260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Haarlem",2018,NA,20.34,25.55,NA,NA,99.7716895,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Haarlem",2019,NA,18.04,23.44,NA,NA,98.12785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Halfweg",2017,10.12,16.25,19.77,NA,NA,98.59589041,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Halfweg",2018,12.01,17.4,20.35,NA,NA,99.7260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Halfweg",2019,11.92,15.91,18.79,NA,NA,99.53196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Harich",2017,NA,13.49,9.68,NA,NA,97.69406393,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Harich",2018,NA,16.48,10.14,NA,NA,97.30593607,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Harich",2019,NA,14.22,10.08,NA,NA,99.21232877,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Heerlen",2017,9.98,17.75,21.64,NA,NA,94.73173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Heerlen",2018,10.69,18.95,21.41,NA,NA,97.51712329,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Heerlen",2019,9.19,16.97,19.13,NA,NA,98.52739726,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hilversum",2017,10.34,18.37,23.5,NA,NA,99.61187215,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoek Van Holland",2017,11.37,23.84,28.6,NA,NA,97.70547945,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoek Van Holland",2018,11.94,22.68,26.99,NA,NA,98.81278539,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoek Van Holland",2019,11.23,21.31,26.51,NA,NA,99.25799087,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoofddorp",2017,NA,18.22,23.55,NA,NA,99.07534247,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoofddorp",2018,NA,19.75,23.08,NA,NA,99.04680366,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoofddorp",2019,NA,17.82,21.69,NA,NA,99.10958904,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoogvliet Rotterdam",2017,NA,19.65,26.88,NA,NA,99.78310502,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoogvliet Rotterdam",2018,NA,21.69,26.7,NA,NA,97.26027397,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Hoogvliet Rotterdam",2019,NA,19.37,24.07,NA,NA,98.56164384,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Huijbergen",2017,NA,17.07,17.88,NA,NA,98.07077626,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Huijbergen",2018,NA,16.97,16.72,NA,NA,98.35616438,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Huijbergen",2019,NA,16.5,15.5,NA,NA,99.7260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Ijmuiden",2017,11.33,20.61,26.55,NA,NA,98.47031963,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Ijmuiden",2018,13.74,23.88,27.32,NA,NA,99.46347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Ijmuiden",2019,11.14,21.33,24.33,NA,NA,98.63013699,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Laren",2017,NA,16.65,18.78,NA,NA,97.6826484,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Lopik",2017,9.87,15.35,17.38,NA,NA,97.3630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Lopik",2018,10.91,17.32,17.2,NA,NA,99.5890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Lopik",2019,9.53,15.29,15.84,NA,NA,99.28082192,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Maassluis",2017,11.79,19.66,31.15,NA,NA,99.71461187,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Maassluis",2018,14.77,20.92,27.95,NA,NA,98.96118721,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Maassluis",2019,12.23,20.82,27.84,NA,NA,97.73972603,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Munnekezijl",2017,8.7,15.98,8.32,NA,NA,94.00684932,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Munnekezijl",2019,8.38,17.42,8.14,NA,NA,97.76255708,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Nieuwer Ter Aa",2017,10.38,18.28,32.39,NA,NA,97.92237443,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Nieuwer Ter Aa",2018,11.96,19.96,27.81,NA,NA,98.42465753,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Nieuwer Ter Aa",2019,9.8,17.69,25.63,NA,NA,99.69178082,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Nijmegen",2017,11.67,21.97,27.48,NA,NA,98.53881279,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Nijmegen",2018,12.04,21.71,26.16,NA,NA,98.11643836,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Nijmegen",2019,10.79,20.76,24.42,NA,NA,98.53881279,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Noordwijk",2017,9.79,16.23,14.31,NA,NA,99.10958904,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Noordwijk",2018,10.33,16.52,15.77,NA,NA,96.56392694,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Noordwijk",2019,8.88,16.44,14.38,NA,NA,99.52054795,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Philippine",2017,NA,17.82,15.35,NA,NA,97.80821918,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Philippine",2018,NA,19.29,15.98,NA,NA,98.36757991,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Philippine",2019,NA,17.61,15.01,NA,NA,99.06392694,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Ridderkerk",2017,12.95,21.1,37.98,NA,NA,99.7260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Ridderkerk",2018,14.61,22.06,32.33,NA,NA,99.56621005,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Ridderkerk",2019,11.99,20.19,30.96,NA,NA,99.49771689,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Rotterdam",2017,12.12,20.62,36.48,NA,NA,99.16666667,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Rotterdam",2018,13.47,22.22,32.38,NA,NA,99.24429224,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Rotterdam",2019,12.03,20.47,31.37,NA,NA,98.50684931,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Schiedam",2017,12.67,20.63,31.33,NA,NA,94.32648402,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Schiedam",2018,13.71,22.04,29.43,NA,NA,99.53196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Schiedam",2019,12.74,21.12,28.61,NA,NA,98.76712329,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Schiphol-Rijk",2017,NA,18.49,23.12,NA,NA,97.60273973,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Sint Jansklooster",2017,NA,15.04,11.05,NA,NA,98.24200913,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Sint Jansklooster",2018,NA,16.88,11.11,NA,NA,97.93378995,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Sint Jansklooster",2019,NA,16.15,10.66,NA,NA,98.34474886,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Utrecht",2017,10.77,19.34,25.35,NA,NA,98.31621005,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Utrecht",2018,11.96,20.83,24.49,NA,NA,98.92313547,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Utrecht",2019,10.94,18.52,22.94,NA,NA,98.12024353,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Valthermond",2017,NA,14.73,10.51,NA,NA,98.29908676,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Valthermond",2018,NA,15.73,11,NA,NA,96.73515982,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Valthermond",2019,NA,15.88,10.38,NA,NA,96.32420091,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Veldhoven",2017,12.2,18.9,19.21,NA,NA,98.84703196,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Veldhoven",2018,12.87,19.91,19.13,NA,NA,98.47031963,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Veldhoven",2019,11.88,18.5,16.88,NA,NA,99.48630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Vlaardingen",2017,9.89,21.63,34.07,NA,NA,99.31506849,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Vlaardingen",2019,NA,19.27,28.7,NA,75.89041096,75.89041096,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Vredepeel",2017,10.24,19.48,18.53,NA,NA,95.46803653,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Vredepeel",2018,12.16,21.27,17.2,NA,NA,98.66438356,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Vredepeel",2019,12.08,18.11,15.82,NA,NA,99.48630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wekerom",2017,11.14,18.62,15.22,NA,NA,99.36073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wekerom",2018,12.54,20.15,14.33,NA,NA,99.46347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wekerom",2019,11.05,17.77,13.73,NA,NA,99.71461187,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Westmaas",2017,NA,16.63,18.63,NA,NA,97.55707763,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Westmaas",2018,NA,17.88,19.36,NA,NA,95.07990868,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Westmaas",2019,NA,16.72,17.09,NA,NA,96.40410959,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Westzaan",2017,10.77,17.44,26.41,NA,NA,97.64840183,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Westzaan",2018,14.07,20.2,25.5,NA,NA,99.50913242,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Westzaan",2019,12.42,18.31,25.36,NA,NA,97.21461187,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wieringerwerf",2017,8.95,15.08,12.17,NA,NA,97.37442922,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wieringerwerf",2018,10.27,20.4,12.98,NA,NA,97.84246575,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wieringerwerf",2019,8.52,15.96,14.11,NA,NA,99.15525114,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wijk Aan Zee",2017,13.21,24.29,19.17,NA,NA,97.76255708,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wijk Aan Zee",2018,12.93,25.7,20.73,NA,NA,99.543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wijk Aan Zee",2019,11.73,24.9,19.55,NA,NA,99.22374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wijnandsrade",2017,NA,17.77,14.21,NA,NA,97.55707763,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wijnandsrade",2018,NA,17.27,13.43,NA,NA,98.64155251,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Wijnandsrade",2019,NA,15.15,11.71,NA,NA,99.46347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Zaandam",2017,11.78,20.82,26.35,NA,NA,97.80821918,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Zaandam",2018,12.87,21.18,25.05,NA,NA,94.68607306,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Zaandam",2019,11.14,19.49,24.85,NA,NA,98.7043379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Zegveld",2017,NA,16.6,16.04,NA,NA,95.75342466,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Zegveld",2018,NA,17.71,15.11,NA,NA,97.78538813,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NLD","Netherlands","Zegveld",2019,NA,15.61,14.46,NA,NA,97.87671233,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Alesund",2017,NA,12.75,20.93,NA,NA,93.63013699,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Alesund",2018,NA,15.31,24.12,NA,NA,93.29908676,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Alesund",2019,NA,13.2,23.37,NA,NA,90.02283105,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Bekkestua",2017,8.36,12.61,24.55,NA,NA,82.07762557,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Bekkestua",2018,9.49,14.39,17.12,NA,NA,93.53881279,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Bekkestua",2019,8.23,13.04,17.74,NA,NA,95.28538813,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Bergen",2017,6.65,12.88,32.04,NA,NA,98.92123288,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Bergen",2018,7.2,15.33,35.92,NA,NA,98.82420091,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Bergen",2019,6.69,13.72,32.71,NA,NA,98.02511416,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Birkeland",2017,1.94,3.94,0.9,NA,NA,95.89041096,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Birkeland",2018,2.99,5.44,1.06,NA,NA,99.45205479,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Birkeland",2019,2.75,4.61,1.04,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Bodø",2018,4.17,11.62,8.77,NA,NA,89.543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Brevik",2017,6.21,11.79,14.93,98.76712329,98.76712329,98.76712329,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Brevik",2018,7.45,13.36,13.64,98.01369863,98.01369863,98.01369863,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Brevik",2019,6.93,12.67,12.79,98.44748858,98.44748858,98.44748858,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Brumunddal",2019,10.1,18.42,18.79,NA,NA,95.17123288,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Drammen",2017,NA,20.55,30.06,NA,NA,99.26940639,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Drammen",2018,NA,22.71,29.17,NA,NA,98.59589041,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Drammen",2019,NA,19.18,28.23,NA,NA,91.16438356,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Drammensveien",2017,10.12,18.96,32.16,NA,NA,99.46347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Drammensveien",2018,11.1,20.11,29.34,NA,NA,98.42465753,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Drammensveien",2019,9.71,17.19,29.92,NA,NA,99.48630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Elverum",2017,6.7,16.47,18.14,92.92237443,92.92237443,92.92237443,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Elverum",2018,7.64,20.42,17.9,92.7283105,92.7283105,92.7283105,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Elverum",2019,6.93,16.88,18.19,90.67351598,90.67351598,90.67351598,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Fredrikstad",2017,9.36,13.61,19.46,NA,NA,92.73401827,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Fredrikstad",2018,9.25,14.26,18.89,NA,NA,87.96232877,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Fredrikstad",2019,8.44,12.73,26.81,NA,NA,84.9543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Gjovik",2017,6.38,19.06,22.3,NA,NA,93.97260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Gjovik",2018,7.33,18.07,24,NA,NA,93.33333333,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Gjovik",2019,5.76,15.17,23.05,NA,NA,95.0456621,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Hamar",2019,7.07,18.52,20.83,NA,NA,88.72146119,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Harstad",2018,5.81,13.88,22.56,NA,NA,94.33789954,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Harstad",2019,6.11,12.48,22.34,NA,NA,88.48173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Hurdal Municipality",2017,2.36,3.87,2.1,97.80821918,97.80821918,97.80821918,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Hurdal Municipality",2018,3.19,4.87,1.96,99.45205479,99.45205479,99.45205479,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Hurdal Municipality",2019,2.67,4.61,1.64,99.7260274,99.7260274,99.7260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Kristiansand",2017,NA,15.64,20.15,NA,NA,94.80022831,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Kristiansand",2018,NA,17.85,20.47,NA,NA,97.5,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Kristiansand",2019,NA,18.24,17.76,NA,NA,97.83675799,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Lillehammer",2017,6.95,17.01,21.78,NA,NA,91.55251142,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Lillehammer",2018,6.87,17.97,20.32,NA,NA,89.15525114,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Lillehammer",2019,6.43,15.8,20.03,NA,NA,93.00799087,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Lillestrom",2017,5.85,9.45,18.54,98.16210046,98.16210046,98.16210046,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Lillestrom",2018,6.86,9.87,18.43,97.48858447,97.48858447,97.48858447,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Lillestrom",2019,5.07,9.3,16.57,90.58219178,90.58219178,90.58219178,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","NOR","Norway","Loddefjord",2017,4.67,9.39,27.78,98.60730594,98.60730594,98.60730594,"European Environment Agency (downloaded in 2021)",NA,2022,NA
