"region","Code_iso3","country_name","city","measure_year","measure_pm25_μg_m3","measure_PM10_μg_m3","measure_NO2_μg_m3","PM25_temporal_coverage","PM10_temporal_coverage","NO2_temporal_coverage","source","number","type","database_version","status","id"
"European Region","LTU","Lithuania","Naujoji Akmenė",2017,NA,NA,0.94,NA,NA,96.44808743,"Air quality statistics, calculated by the European Environment Agency according to official data provided by Lithuania",1,"Rural",2022,NA,384
"European Region","LTU","Lithuania","Vilnius",2017,12.7,25.6,21.93,NA,NA,85.65829528,"European Environment Agency (downloaded in 2021)",4,"Urban",2022,NA,385
"European Region","LTU","Lithuania","Vilnius",2018,13.26,24.58,21.75,NA,NA,91.27853881,"European Environment Agency (downloaded in 2021)",4,"Urban",2022,NA,386
"European Region","LTU","Lithuania","Vilnius",2019,13.52,22.79,19.28,NA,NA,98.58447489,"European Environment Agency (downloaded in 2021)",4,"Urban",2022,NA,387
"European Region","MCO","Monaco","Monaco",2017,NA,16.5,35,NA,95,94,"Direction de l'Environnement, Gouvernement Princier de Monaco",4,"Urban",2022,NA,388
"European Region","MCO","Monaco","Monaco",2018,NA,11.5,34.25,NA,96.5,99,"Direction de l'Environnement, Gouvernement Princier de Monaco",3,"Urban",2022,NA,389
"European Region","MCO","Monaco","Monaco",2019,NA,14,32,NA,98.5,95.4,"Direction de l'Environnement, Gouvernement Princier de Monaco",4,"Urban",2022,NA,390
"European Region","MLT","Malta","Attard",2018,13.2,NA,11,95.1,NA,93.5,"Annual report on air quality by the Environment & Resources Authority",2,"Urban",2022,NA,391
"European Region","MLT","Malta","Gharb",2018,8.6,19.6,3.3,97.8,97,97.5,"Annual report on air quality by the Environment & Resources Authority",3,"Rural",2022,NA,392
"European Region","MLT","Malta","Msida",2018,14.4,43.1,34.6,98.9,99.2,93.47,"Annual report on air quality by the Environment & Resources Authority",3,"Traffic",2022,NA,393
"European Region","MLT","Malta","Zejtun",2018,12.1,31.9,13.7,99.5,92.3,84.8,"Annual report on air quality by the Environment & Resources Authority",3,"Urban",2022,NA,394
