"region","Code_iso3","country_name","city","measure_year","measure_pm25_μg_m3","measure_PM10_μg_m3","measure_NO2_μg_m3","PM25_temporal_coverage","PM10_temporal_coverage","NO2_temporal_coverage","source","number","type","database_version","status","id"
"European Region","BGR","Bulgaria","Blagoevgrad",2017,NA,38.3,19.35,NA,NA,91.76940639,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,1
"European Region","BGR","Bulgaria","Blagoevgrad",2019,NA,29.96,17.81,NA,NA,94.32648402,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,2
"European Region","BGR","Bulgaria","Burgas",2017,NA,29.86,15.54,NA,NA,94.73744292,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,3
"European Region","BGR","Bulgaria","Burgas",2018,NA,30.28,12.94,NA,NA,93.77853881,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,4
"European Region","BGR","Bulgaria","Burgas",2019,NA,26.24,14.3,NA,NA,91.84360731,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,5
"European Region","BGR","Bulgaria","Dimitrovgrad",2017,NA,34.69,8.75,NA,NA,97.97945205,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,6
"European Region","BGR","Bulgaria","Dimitrovgrad",2018,NA,NA,15.02,NA,NA,99.32648402,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,7
"European Region","BGR","Bulgaria","Dimitrovgrad",2019,NA,28.75,16.97,NA,NA,99.22374429,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,8
"European Region","BGR","Bulgaria","Galabovo",2017,NA,25.29,5.88,NA,NA,95.43378995,"European Environment Agency (downloaded in 2021)",1,"Industrial",2022,NA,9
"European Region","BGR","Bulgaria","Galabovo",2018,NA,22.66,11.79,NA,NA,82.10045662,"European Environment Agency (downloaded in 2021)",1,"Industrial",2022,NA,10
"European Region","BGR","Bulgaria","Galabovo",2019,NA,20.83,6.34,NA,NA,91.82648402,"European Environment Agency (downloaded in 2021)",1,"Industrial",2022,NA,11
"European Region","BGR","Bulgaria","Pernik",2017,NA,33.4,16.86,NA,NA,95.74200913,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,12
"European Region","BGR","Bulgaria","Pernik",2018,30.75,34.82,14.56,NA,NA,89.87442922,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,13
"European Region","BGR","Bulgaria","Pernik",2019,NA,31.14,16.36,NA,NA,90.86757991,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,14
"European Region","BGR","Bulgaria","Pleven",2017,NA,43.53,25.01,NA,NA,94.97716895,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,15
"European Region","BGR","Bulgaria","Pleven",2018,NA,42.79,23.07,NA,NA,99.6803653,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,16
"European Region","BGR","Bulgaria","Pleven",2019,NA,36.33,16.58,NA,NA,97.9109589,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,17
"European Region","BGR","Bulgaria","Plovdiv",2017,27.32,48.47,35.21,NA,NA,93.99543379,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,18
"European Region","BGR","Bulgaria","Plovdiv",2018,19.17,42.57,28.6,NA,NA,93.62442923,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,19
"European Region","BGR","Bulgaria","Plovdiv",2019,19.04,37.96,33.51,NA,NA,94.70319635,"European Environment Agency (downloaded in 2021)",1,"Urban",2022,NA,20
"European Region","BGR","Bulgaria","Sofia",2017,26.58,36.24,27.43,NA,NA,97.42579909,"European Environment Agency (downloaded in 2021)",1,"Suburban",2022,NA,27
"European Region","BGR","Bulgaria","Sofia",2018,NA,33.29,24.43,NA,NA,94.67808219,"European Environment Agency (downloaded in 2021)",1,"Suburban",2022,NA,28
"European Region","BGR","Bulgaria","Sofia",2019,8.9,27.78,23.87,NA,NA,95.41476408,"European Environment Agency (downloaded in 2021)",1,"Suburban",2022,NA,29
"European Region","BGR","Bulgaria","Stara Zagora",2017,19.31,24.64,19.53,NA,NA,95.12557078,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,30
"European Region","BGR","Bulgaria","Stara Zagora",2018,21.28,22.24,15.91,NA,NA,94.87442922,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,31
"European Region","BGR","Bulgaria","Stara Zagora",2019,20.93,20.94,14.87,NA,NA,95.47945205,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,32
"European Region","BGR","Bulgaria","Varna",2017,11.92,25.73,15.39,NA,NA,98.55022831,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,33
"European Region","BGR","Bulgaria","Varna",2018,15.94,26.95,24.28,NA,NA,91.10730594,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,34
"European Region","BGR","Bulgaria","Varna",2019,18.55,27.44,27.57,NA,NA,89.55479452,"European Environment Agency (downloaded in 2021)",2,"Urban",2022,NA,35
"European Region","CHE","Switzerland","Aarau",2018,11.5,14.8,23.8,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,36
"European Region","CHE","Switzerland","Aarau",2019,9.8,13.2,22.2,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,37
"European Region","CHE","Switzerland","Aigle",2017,NA,14.9,25,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,38
"European Region","CHE","Switzerland","Aigle",2018,NA,14.8,20.9,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,39
"European Region","CHE","Switzerland","Aigle",2019,8.3,13,20.1,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,40
"European Region","CHE","Switzerland","Airolo",2017,NA,9,19,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,41
"European Region","CHE","Switzerland","Airolo",2018,6,9,19,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,42
"European Region","CHE","Switzerland","Airolo",2019,5.6,8.9,17.6,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,43
"European Region","CHE","Switzerland","Altdorf",2017,NA,12.8,20.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,44
"European Region","CHE","Switzerland","Altdorf",2018,NA,13.6,19.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,45
"European Region","CHE","Switzerland","Altdorf",2019,NA,11.9,18,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,46
"European Region","CHE","Switzerland","Avully",2017,NA,13.91,12.62,NA,NA,98.71004566,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,47
"European Region","CHE","Switzerland","Avully",2018,NA,14.58,11,NA,NA,99.15525114,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,48
"European Region","CHE","Switzerland","Avully",2019,NA,13.8,10.81,NA,NA,99.7716895,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,49
"European Region","CHE","Switzerland","Baden",2017,10.9,13.4,22.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,50
"European Region","CHE","Switzerland","Baden",2018,12.2,15.3,19.9,NA,NA,NA,"BAFU",1,"Background",2022,NA,51
"European Region","CHE","Switzerland","Baden",2019,11.4,15.1,20.3,NA,NA,NA,"BAFU",1,"Background",2022,NA,52
"European Region","CHE","Switzerland","Basel",2017,11.47,16.69,32.28,NA,NA,98.73858448,"BAFU, European Environment Agency (downloaded in 2021)",2,"Background",2022,NA,53
"European Region","CHE","Switzerland","Basel",2018,13.4,17.9,32.25,NA,NA,99.28652968,"BAFU, European Environment Agency (downloaded in 2021)",2,"Background",2022,NA,54
"European Region","CHE","Switzerland","Basel",2019,11.3,15.38,30.67,NA,NA,98.49315069,"BAFU, European Environment Agency (downloaded in 2021)",2,"Background",2022,NA,55
"European Region","CHE","Switzerland","Bern",2017,12.65,18.1,29.1,NA,NA,99.62899544,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,56
"European Region","CHE","Switzerland","Bern",2018,13.35,18.62,27.27,NA,NA,99.7716895,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,57
"European Region","CHE","Switzerland","Bern",2019,10.86,16.01,25.69,NA,NA,99.64611872,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,58
"European Region","CHE","Switzerland","Beromünster",2017,NA,9.8,8,NA,NA,NA,"BAFU",1,"Background",2022,NA,59
"European Region","CHE","Switzerland","Beromünster",2018,NA,11.4,9.6,NA,NA,NA,"BAFU",1,"Background",2022,NA,60
"European Region","CHE","Switzerland","Beromünster",2019,NA,9.7,7.9,NA,NA,NA,"BAFU",1,"Background",2022,NA,61
"European Region","CHE","Switzerland","Biel/Bienne",2017,NA,14,21,NA,NA,NA,"BAFU",1,"Background",2022,NA,62
"European Region","CHE","Switzerland","Biel/Bienne",2018,NA,14,19,NA,NA,NA,"BAFU",1,"Background",2022,NA,63
"European Region","CHE","Switzerland","Biel/Bienne",2019,NA,13,17,NA,NA,NA,"BAFU",1,"Background",2022,NA,64
"European Region","CHE","Switzerland","Bioggio",2017,15,22,33,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,65
"European Region","CHE","Switzerland","Bioggio",2018,13,19,28,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,66
"European Region","CHE","Switzerland","Bioggio",2019,11.4,17.8,27,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,67
"European Region","CHE","Switzerland","Bodio",2017,NA,21,29,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,68
"European Region","CHE","Switzerland","Bodio",2018,11,19,26,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,69
"European Region","CHE","Switzerland","Bodio",2019,9.9,17.8,23.7,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,70
"European Region","CHE","Switzerland","Brigerbad",2017,NA,16.1,21,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,71
"European Region","CHE","Switzerland","Brigerbad",2018,NA,12.4,17.4,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,72
"European Region","CHE","Switzerland","Brigerbad",2019,7.2,12,17.4,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,73
"European Region","CHE","Switzerland","Brione",2017,NA,14,10,NA,NA,NA,"BAFU",1,"Background",2022,NA,74
"European Region","CHE","Switzerland","Brione",2018,10,14,9,NA,NA,NA,"BAFU",1,"Background",2022,NA,75
"European Region","CHE","Switzerland","Brione",2019,8.4,12,7.3,NA,NA,NA,"BAFU",1,"Background",2022,NA,76
"European Region","CHE","Switzerland","Bulle",2017,NA,13.1,27.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,77
"European Region","CHE","Switzerland","Bulle",2018,10.4,13,25.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,78
"European Region","CHE","Switzerland","Bulle",2019,8.6,12.6,23,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,79
"European Region","CHE","Switzerland","Bussigny",2017,NA,15.5,34.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,80
"European Region","CHE","Switzerland","Bussigny",2018,NA,NA,29.7,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,81
"European Region","CHE","Switzerland","Bussigny",2019,NA,14.3,30,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,82
"European Region","CHE","Switzerland","Camignolo",2017,NA,20,54,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,83
"European Region","CHE","Switzerland","Camignolo",2018,NA,18,47,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,84
"European Region","CHE","Switzerland","Camignolo",2019,NA,15.1,43.2,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,85
"European Region","CHE","Switzerland","Chaumont",2017,NA,6.4,5.1,NA,NA,NA,"BAFU",1,"Background",2022,NA,86
"European Region","CHE","Switzerland","Chaumont",2018,NA,7.5,5.8,NA,NA,NA,"BAFU",1,"Background",2022,NA,87
"European Region","CHE","Switzerland","Chaumont",2019,NA,6.5,5,NA,NA,NA,"BAFU",1,"Background",2022,NA,88
"European Region","CHE","Switzerland","Chiasso",2017,20,26,38,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,89
"European Region","CHE","Switzerland","Chiasso",2018,16,21,32,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,90
"European Region","CHE","Switzerland","Chiasso",2019,13.7,18.6,30.9,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,91
"European Region","CHE","Switzerland","Chur",2017,NA,12.85,22.6,NA,NA,NA,"BAFU",1,"Background",2022,NA,92
"European Region","CHE","Switzerland","Chur",2018,10,14.25,21.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,93
"European Region","CHE","Switzerland","Chur",2019,9,12.75,18.6,NA,NA,NA,"BAFU",1,"Background",2022,NA,94
"European Region","CHE","Switzerland","Davos",2017,NA,6.8,11.55,NA,NA,NA,"BAFU",1,"Background",2022,NA,95
"European Region","CHE","Switzerland","Davos",2018,NA,12.5,12.9,NA,NA,NA,"BAFU",1,"Background",2022,NA,96
"European Region","CHE","Switzerland","Davos",2019,7.3,8.45,12.05,NA,NA,NA,"BAFU",1,"Background",2022,NA,97
"European Region","CHE","Switzerland","Delémont",2017,NA,16,13.8,NA,NA,NA,"BAFU",1,"Background",2022,NA,98
"European Region","CHE","Switzerland","Delémont",2018,NA,16,13.8,NA,NA,NA,"BAFU",1,"Background",2022,NA,99
"European Region","CHE","Switzerland","Delémont",2019,NA,14.6,13.6,NA,NA,NA,"BAFU",1,"Background",2022,NA,100
"European Region","CHE","Switzerland","Dornach",2017,NA,14,15,NA,NA,NA,"BAFU",1,"Background",2022,NA,101
"European Region","CHE","Switzerland","Dornach",2018,NA,14,14,NA,NA,NA,"BAFU",1,"Background",2022,NA,102
"European Region","CHE","Switzerland","Dornach",2019,10,12,13,NA,NA,NA,"BAFU",1,"Background",2022,NA,103
"European Region","CHE","Switzerland","Dübendorf",2017,9.5,13.8,24.7,NA,NA,NA,"BAFU",1,"Background",2022,NA,104
"European Region","CHE","Switzerland","Dübendorf",2018,10.7,14.8,23.3,NA,NA,NA,"BAFU",1,"Background",2022,NA,105
"European Region","CHE","Switzerland","Dübendorf",2019,9,12.7,21.6,NA,NA,NA,"BAFU",1,"Background",2022,NA,106
"European Region","CHE","Switzerland","Ebikon",2017,NA,14,19.8,NA,NA,99.57762557,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,107
"European Region","CHE","Switzerland","Ebikon",2018,NA,15.38,18.31,NA,NA,99.89726027,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,108
"European Region","CHE","Switzerland","Ebikon",2019,NA,13.82,17.5,NA,NA,99.02968037,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,109
"European Region","CHE","Switzerland","Egerkingen",2017,NA,16,27,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,110
"European Region","CHE","Switzerland","Egerkingen",2018,NA,17,27,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,111
"European Region","CHE","Switzerland","Egerkingen",2019,12,15,26,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,112
"European Region","CHE","Switzerland","Eggerberg",2017,NA,10.8,9.3,NA,NA,NA,"BAFU",1,"Background",2022,NA,113
"European Region","CHE","Switzerland","Eggerberg",2018,NA,9.9,8.3,NA,NA,NA,"BAFU",1,"Background",2022,NA,114
"European Region","CHE","Switzerland","Eggerberg",2019,NA,8.9,8.1,NA,NA,NA,"BAFU",1,"Background",2022,NA,115
"European Region","CHE","Switzerland","Erstfeld",2017,NA,12.3,28.6,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,116
"European Region","CHE","Switzerland","Erstfeld",2018,NA,12.9,24.9,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,117
"European Region","CHE","Switzerland","Erstfeld",2019,NA,10.4,24.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,118
"European Region","CHE","Switzerland","Fribourg",2017,NA,14.35,25.35,NA,NA,NA,"BAFU",1,"Background",2022,NA,119
"European Region","CHE","Switzerland","Fribourg",2018,11.5,15.1,23.95,NA,NA,NA,"BAFU",1,"Background",2022,NA,120
"European Region","CHE","Switzerland","Fribourg",2019,8.8,13.2,13.3,NA,NA,NA,"BAFU",1,"Background",2022,NA,121
"European Region","CHE","Switzerland","Genève",2017,NA,17.6,38.4,NA,NA,NA,"BAFU",1,"Background",2022,NA,122
"European Region","CHE","Switzerland","Genève",2018,NA,17.7,34.9,NA,NA,NA,"BAFU",1,"Background",2022,NA,123
"European Region","CHE","Switzerland","Genève",2019,11.6,17,35.4,NA,NA,NA,"BAFU",1,"Background",2022,NA,124
"European Region","CHE","Switzerland","Giubiasco",2017,11,19,25,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,125
"European Region","CHE","Switzerland","Giubiasco",2018,10,17,21,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,126
"European Region","CHE","Switzerland","Giubiasco",2019,8.4,14.7,19.9,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,127
"European Region","CHE","Switzerland","Glarus",2018,NA,13.5,14.1,NA,NA,NA,"BAFU",1,"Background",2022,NA,128
"European Region","CHE","Switzerland","Grabs",2018,10.8,14.3,12.8,NA,NA,NA,"BAFU",1,"Background",2022,NA,129
"European Region","CHE","Switzerland","Grabs",2019,8.6,11.8,12.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,130
"European Region","CHE","Switzerland","Härkingen",2017,10.6,15.6,38.4,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,131
"European Region","CHE","Switzerland","Härkingen",2018,11.2,15.9,33.7,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,132
"European Region","CHE","Switzerland","Härkingen",2019,9.7,14.3,31.8,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,133
"European Region","CHE","Switzerland","Horgen",2017,NA,12.6,15.9,NA,NA,NA,"BAFU",1,"Background",2022,NA,134
"European Region","CHE","Switzerland","Horgen",2018,NA,13.4,18,NA,NA,NA,"BAFU",1,"Background",2022,NA,135
"European Region","CHE","Switzerland","Ittigen",2017,NA,13.72,19.76,NA,NA,99.49771689,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,136
"European Region","CHE","Switzerland","Ittigen",2018,NA,NA,16.94,NA,NA,99.16666667,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,137
"European Region","CHE","Switzerland","Ittigen",2019,NA,NA,17.76,NA,NA,95.85616438,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,138
"European Region","CHE","Switzerland","Jungfraujoch",2017,NA,2.7,0.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,139
"European Region","CHE","Switzerland","Jungfraujoch",2018,NA,2.6,0.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,140
"European Region","CHE","Switzerland","Jungfraujoch",2019,NA,2.5,0.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,141
"European Region","CHE","Switzerland","La Chaux",2017,NA,11.7,25.1,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,142
"European Region","CHE","Switzerland","La Chaux",2018,NA,12.5,27.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,143
"European Region","CHE","Switzerland","La Chaux",2019,7.8,10.6,22.6,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,144
"European Region","CHE","Switzerland","Lägeren",2017,NA,NA,9.3,NA,NA,NA,"BAFU",1,"Background",2022,NA,145
"European Region","CHE","Switzerland","Langenthal",2017,NA,NA,14,NA,NA,NA,"BAFU",1,"Background",2022,NA,146
"European Region","CHE","Switzerland","Langenthal",2018,NA,NA,13,NA,NA,NA,"BAFU",1,"Background",2022,NA,147
"European Region","CHE","Switzerland","Langenthal",2019,NA,NA,13,NA,NA,NA,"BAFU",1,"Background",2022,NA,148
"European Region","CHE","Switzerland","Lausanne",2017,NA,16.42,40.61,NA,NA,99.66894977,"BAFU, European Environment Agency (downloaded in 2021)",1,"Traffic",2022,NA,149
"European Region","CHE","Switzerland","Lausanne",2018,NA,13.52,25.25,NA,NA,98.77853882,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,150
"European Region","CHE","Switzerland","Lausanne",2019,8.75,13.06,24.6,NA,NA,99.35502283,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,151
"European Region","CHE","Switzerland","Le Landeron",2017,NA,NA,9.4,NA,NA,NA,"BAFU",1,"Background",2022,NA,152
"European Region","CHE","Switzerland","Le Landeron",2018,NA,NA,9.1,NA,NA,NA,"BAFU",1,"Background",2022,NA,153
"European Region","CHE","Switzerland","Le Landeron",2019,NA,NA,8.5,NA,NA,NA,"BAFU",1,"Background",2022,NA,154
"European Region","CHE","Switzerland","Le Locle",2017,NA,10,19.9,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,155
"European Region","CHE","Switzerland","Le Locle",2018,NA,11.2,19.6,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,156
"European Region","CHE","Switzerland","Le Locle",2019,NA,10.7,19.8,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,157
"European Region","CHE","Switzerland","Les Giettes",2017,NA,6.5,3.4,NA,NA,NA,"BAFU",1,"Background",2022,NA,158
"European Region","CHE","Switzerland","Les Giettes",2018,NA,7.8,3.5,NA,NA,NA,"BAFU",1,"Background",2022,NA,159
"European Region","CHE","Switzerland","Les Giettes",2019,NA,6.4,3.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,160
"European Region","CHE","Switzerland","Locarno",2017,NA,18,27,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,161
"European Region","CHE","Switzerland","Locarno",2018,13,17,23,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,162
"European Region","CHE","Switzerland","Locarno",2019,9.9,14,22.1,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,163
"European Region","CHE","Switzerland","Lugano",2017,14.1,19.95,26.77,NA,NA,99.42922374,"BAFU, European Environment Agency (downloaded in 2021)",2,"Background",2022,NA,164
"European Region","CHE","Switzerland","Lugano",2018,12.98,17.96,23.52,NA,NA,99.32077626,"BAFU, European Environment Agency (downloaded in 2021)",2,"Background",2022,NA,165
"European Region","CHE","Switzerland","Lugano",2019,9.81,15.39,22.26,NA,NA,99.18949772,"BAFU, European Environment Agency (downloaded in 2021)",2,"Background",2022,NA,166
"European Region","CHE","Switzerland","Luzern",2017,NA,18.68,41.21,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)",1,"Traffic",2022,NA,167
"European Region","CHE","Switzerland","Luzern",2018,NA,19.11,37.42,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)",1,"Traffic",2022,NA,168
"European Region","CHE","Switzerland","Luzern",2019,11.9,15.32,35.29,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)",1,"Traffic",2022,NA,169
"European Region","CHE","Switzerland","Magadino",2017,14.8,18.5,19.9,NA,NA,NA,"BAFU",1,"Background",2022,NA,170
"European Region","CHE","Switzerland","Magadino",2018,11,16,16,NA,NA,NA,"BAFU",1,"Background",2022,NA,171
"European Region","CHE","Switzerland","Magadino",2019,9.9,14.5,15.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,172
"European Region","CHE","Switzerland","Massongex",2017,NA,14.9,16.4,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,173
"European Region","CHE","Switzerland","Massongex",2018,NA,13.9,15.1,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,174
"European Region","CHE","Switzerland","Massongex",2019,8.6,13.4,13.6,NA,NA,NA,"BAFU",1,"Industrial",2022,NA,175
"European Region","CHE","Switzerland","Mendrisio",2017,20,29,37,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,176
"European Region","CHE","Switzerland","Mendrisio",2018,17,24,33,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,177
"European Region","CHE","Switzerland","Mendrisio",2019,13.9,19.7,31.6,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,178
"European Region","CHE","Switzerland","Mesocco",2017,NA,12.2,18,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,179
"European Region","CHE","Switzerland","Mesocco",2018,NA,12.9,18.2,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,180
"European Region","CHE","Switzerland","Mesocco",2019,NA,10.6,15.4,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,181
"European Region","CHE","Switzerland","Meyrin",2017,NA,15.73,18.37,NA,NA,99.89726027,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,182
"European Region","CHE","Switzerland","Meyrin",2018,NA,15.69,16.37,NA,NA,99.32648402,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,183
"European Region","CHE","Switzerland","Meyrin",2019,NA,14.64,15.36,NA,NA,99.88584475,"BAFU, European Environment Agency (downloaded in 2021)",1,"Background",2022,NA,184
"European Region","CHE","Switzerland","Moleno",2017,NA,20,40,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,185
"European Region","CHE","Switzerland","Moleno",2018,NA,18,33,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,186
"European Region","CHE","Switzerland","Moleno",2019,NA,15,30.9,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,187
"European Region","CHE","Switzerland","Montana",2017,NA,8.4,11.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,188
"European Region","CHE","Switzerland","Montana",2018,NA,9.1,10.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,189
"European Region","CHE","Switzerland","Montana",2019,4.5,8.6,10.2,NA,NA,NA,"BAFU",1,"Background",2022,NA,190
"European Region","CHE","Switzerland","Montreux",2017,NA,NA,20.3,NA,NA,NA,"BAFU",1,"Background",2022,NA,191
"European Region","CHE","Switzerland","Montreux",2018,NA,12,18,NA,NA,NA,"BAFU",1,"Background",2022,NA,192
"European Region","CHE","Switzerland","Montreux",2019,NA,NA,16.9,NA,NA,NA,"BAFU",1,"Background",2022,NA,193
"European Region","CHE","Switzerland","Morges",2017,NA,13.9,25.5,NA,NA,NA,"BAFU",1,"Background",2022,NA,194
"European Region","CHE","Switzerland","Morges",2018,NA,15.2,22.5,NA,NA,NA,"BAFU",1,"Background",2022,NA,195
"European Region","CHE","Switzerland","Morges",2019,9.3,13.8,21.4,NA,NA,NA,"BAFU",1,"Background",2022,NA,196
"European Region","CHE","Switzerland","Muttenz",2017,NA,17.5,47.8,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,197
"European Region","CHE","Switzerland","Muttenz",2018,NA,18.7,45.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,198
"European Region","CHE","Switzerland","Muttenz",2019,NA,17,41,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,199
"European Region","CHE","Switzerland","Neuchâtel",2017,NA,14.6,27.5,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,200
"European Region","CHE","Switzerland","Neuchâtel",2018,NA,15.2,25.7,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,201
"European Region","CHE","Switzerland","Neuchâtel",2019,9.5,12.9,23.9,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,202
"European Region","CHE","Switzerland","Neuhausen",2017,NA,15.6,31,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,203
"European Region","CHE","Switzerland","Neuhausen",2019,NA,15,28.1,NA,NA,NA,"BAFU",1,"Traffic",2022,NA,204
"European Region","CHE","Switzerland","Nyon",2017,NA,17,17.4,NA,NA,NA,"BAFU",1,"Background",2022,NA,205
"European Region","CHE","Switzerland","Nyon",2018,NA,16.4,15.9,NA,NA,NA,"BAFU",1,"Background",2022,NA,206
