"region","Code_iso3","country_name","city","measure_year","measure_pm25_μg_m3","measure_PM10_μg_m3","measure_NO2_μg_m3","PM25_temporal_coverage","PM10_temporal_coverage","NO2_temporal_coverage","source","monitoring_station_number","database_version","status"
"European Region","CHE","Switzerland","Kussnacht",2017,4.96,6.6,5.34,NA,NA,99.04109589,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Kussnacht",2018,6.45,8.47,6.14,NA,NA,99.23515982,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Kussnacht",2019,4.9,6.92,4.83,NA,NA,99.57762557,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","La Chaux",2016,NA,12,26,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","La Chaux",2017,NA,11.7,25.1,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","La Chaux",2018,NA,12.5,27.5,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","La Chaux",2019,7.8,10.6,22.6,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","La Chaux",2020,8,10,20,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Lausanne",2016,NA,16.7,41.52,NA,NA,99.65846995,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Lausanne",2016,NA,16.7,41.52,NA,NA,99.65846995,"BAFU, European Environment Agency (downloaded in 2021)","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Lausanne",2017,NA,16.42,40.61,NA,NA,99.66894977,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Lausanne",2017,NA,16.42,40.61,NA,NA,99.66894977,"BAFU, European Environment Agency (downloaded in 2021)","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Lausanne",2018,NA,13.52,25.25,NA,NA,98.77853882,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Lausanne",2018,NA,13.52,25.25,NA,NA,98.77853882,"BAFU, European Environment Agency (downloaded in 2021)","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","Lausanne",2019,8.75,13.06,24.6,NA,NA,99.35502283,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Lausanne",2019,8.75,13.06,24.6,NA,NA,99.35502283,"BAFU, European Environment Agency (downloaded in 2021)","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","Lausanne",2020,8.2,12.25,21.55,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","Le Locle",2016,NA,12,20,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Le Locle",2017,NA,10,19.9,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Le Locle",2018,NA,11.2,19.6,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Le Locle",2019,NA,10.7,19.8,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Le Locle",2020,6,10,17,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Les Giettes",2016,NA,6.4,2.9,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Les Giettes",2017,NA,6.5,3.4,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Les Giettes",2018,NA,7.8,3.5,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Les Giettes",2019,NA,6.4,3.2,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Les Giettes",2020,NA,7.2,2.6,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Locarno",2016,NA,17,26,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Locarno",2017,NA,18,27,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Locarno",2018,13,17,23,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Locarno",2019,9.9,14,22.1,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Locarno",2020,10.5,16,20,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Lugano",2016,12.7,16.96,26.3,NA,NA,99.66985429,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Lugano",2016,12.7,16.96,26.3,NA,NA,99.66985429,"BAFU, European Environment Agency (downloaded in 2021)","2 Background",2022,NA
"European Region","CHE","Switzerland","Lugano",2017,14.1,19.95,26.77,NA,NA,99.42922374,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Lugano",2017,14.1,19.95,26.77,NA,NA,99.42922374,"BAFU, European Environment Agency (downloaded in 2021)","2 Background",2022,NA
"European Region","CHE","Switzerland","Lugano",2018,12.98,17.96,23.52,NA,NA,99.32077626,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Lugano",2018,12.98,17.96,23.52,NA,NA,99.32077626,"BAFU, European Environment Agency (downloaded in 2021)","2 Background",2022,NA
"European Region","CHE","Switzerland","Lugano",2019,9.81,15.39,22.26,NA,NA,99.18949772,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Lugano",2019,9.81,15.39,22.26,NA,NA,99.18949772,"BAFU, European Environment Agency (downloaded in 2021)","2 Background",2022,NA
"European Region","CHE","Switzerland","Lugano",2020,11.25,16.15,20,NA,NA,NA,"BAFU","2 Background",2022,NA
"European Region","CHE","Switzerland","Luzern",2016,NA,20.2,40.7,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Luzern",2017,NA,18.68,41.21,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Luzern",2017,NA,18.68,41.21,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Luzern",2018,NA,19.11,37.42,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Luzern",2018,NA,19.11,37.42,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Luzern",2019,11.9,15.32,35.29,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Luzern",2019,11.9,15.32,35.29,NA,NA,99.98858447,"BAFU, European Environment Agency (downloaded in 2021)","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Luzern",2020,9.5,14.7,29.9,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Magadino",2016,12.1,16.2,18.1,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Magadino",2017,14.8,18.5,19.9,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Magadino",2018,11,16,16,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Magadino",2019,9.9,14.5,15.2,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Magadino",2020,10.5,15.1,15.1,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Massongex",2016,NA,14,15.2,NA,NA,NA,"BAFU","1 Industrial",2022,NA
"European Region","CHE","Switzerland","Massongex",2017,NA,14.9,16.4,NA,NA,NA,"BAFU","1 Industrial",2022,NA
"European Region","CHE","Switzerland","Massongex",2018,NA,13.9,15.1,NA,NA,NA,"BAFU","1 Industrial",2022,NA
"European Region","CHE","Switzerland","Massongex",2019,8.6,13.4,13.6,NA,NA,NA,"BAFU","1 Industrial",2022,NA
"European Region","CHE","Switzerland","Massongex",2020,8.2,13.3,12.6,NA,NA,NA,"BAFU","1 Industrial",2022,NA
"European Region","CHE","Switzerland","Mendrisio",2016,NA,24,39,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Mendrisio",2017,20,29,37,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Mendrisio",2018,17,24,33,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Mendrisio",2019,13.9,19.7,31.6,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Mendrisio",2020,15,21,26,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Mesocco",2017,NA,12.2,18,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Mesocco",2018,NA,12.9,18.2,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Mesocco",2019,NA,10.6,15.4,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Meyrin",2016,NA,15.05,18.76,NA,NA,99.86338798,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Meyrin",2016,NA,15.05,18.76,NA,NA,99.86338798,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Meyrin",2017,NA,15.73,18.37,NA,NA,99.89726027,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Meyrin",2017,NA,15.73,18.37,NA,NA,99.89726027,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Meyrin",2018,NA,15.69,16.37,NA,NA,99.32648402,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Meyrin",2018,NA,15.69,16.37,NA,NA,99.32648402,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Meyrin",2019,NA,14.64,15.36,NA,NA,99.88584475,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Meyrin",2019,NA,14.64,15.36,NA,NA,99.88584475,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Meyrin",2020,8.6,13.9,12.4,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Moleno",2016,NA,17,40,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Moleno",2017,NA,20,40,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Moleno",2018,NA,18,33,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Moleno",2019,NA,15,30.9,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Moleno",2020,NA,16.1,26,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Montana",2017,NA,8.4,11.2,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Montana",2018,NA,9.1,10.2,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Montana",2019,4.5,8.6,10.2,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Montana",2020,5.1,9.1,8.9,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Montreux",2016,NA,12.2,20.2,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Montreux",2018,NA,12,18,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Montreux",2020,NA,10.6,14.1,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Morges",2016,NA,17.7,25,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Morges",2017,NA,13.9,25.5,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Morges",2018,NA,15.2,22.5,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Morges",2019,9.3,13.8,21.4,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Morges",2020,8.6,12.1,18.4,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Muttenz",2016,NA,17.5,48.6,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Muttenz",2017,NA,17.5,47.8,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Muttenz",2018,NA,18.7,45.5,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Muttenz",2019,NA,17,41,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Muttenz",2020,10.1,16.3,35.4,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Neuchatel",2016,NA,6.44,5.42,NA,NA,98.87295082,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Neuchatel",2017,NA,6.38,5.06,NA,NA,98.25342466,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Neuchatel",2018,NA,7.48,5.79,NA,NA,99.38356164,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Neuchatel",2019,NA,6.51,4.98,NA,NA,98.71004566,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Neuchâtel",2016,NA,15,26,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Neuchâtel",2017,NA,14.6,27.5,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Neuchâtel",2018,NA,15.2,25.7,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Neuchâtel",2019,9.5,12.9,23.9,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Neuchâtel",2020,9,13,19,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Neuhausen",2017,NA,15.6,31,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Neuhausen",2019,NA,15,28.1,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Neuhausen",2020,NA,13.5,20.2,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Nyon",2016,NA,16,17.3,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Nyon",2017,NA,17,17.4,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Nyon",2018,NA,16.4,15.9,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Nyon",2019,8.2,12,15.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Nyon",2020,7.7,11.3,13.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Opfikon",2016,NA,16.02,40.2,NA,NA,98.52003643,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Opfikon",2016,NA,16.02,40.2,NA,NA,98.52003643,"BAFU, European Environment Agency (downloaded in 2021)","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Opfikon",2017,NA,16.98,38.05,NA,NA,98.69863014,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Opfikon",2017,NA,16.98,38.05,NA,NA,98.69863014,"BAFU, European Environment Agency (downloaded in 2021)","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Opfikon",2018,10.7,16.39,33.52,NA,NA,98.68721461,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Opfikon",2018,10.7,16.39,33.52,NA,NA,98.68721461,"BAFU, European Environment Agency (downloaded in 2021)","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Opfikon",2019,9.7,14.74,31.4,NA,NA,98.97260274,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Opfikon",2019,9.7,14.74,31.4,NA,NA,98.97260274,"BAFU, European Environment Agency (downloaded in 2021)","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","Opfikon",2020,9.2,13.8,26.9,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Payerne",2016,8.1,11.59,13.51,NA,NA,98.75910747,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Payerne",2016,8.1,11.59,13.51,NA,NA,98.75910747,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Payerne",2017,8.43,11.8,12.72,NA,NA,99.48630137,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Payerne",2017,8.43,11.8,12.72,NA,NA,99.48630137,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Payerne",2018,9.44,13.11,12.2,NA,NA,98.59589041,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Payerne",2018,9.44,13.11,12.2,NA,NA,98.59589041,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Payerne",2019,7.78,11.38,11.58,NA,NA,99.36073059,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Payerne",2019,7.78,11.38,11.58,NA,NA,99.36073059,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Payerne",2020,6.8,10.1,10,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Porrentruy",2016,NA,13.3,13.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Porrentruy",2017,NA,13.9,13,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Porrentruy",2018,NA,14.9,12.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Rapperswil",2017,NA,13.8,22.2,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Rapperswil",2019,NA,12.5,20.9,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Reiden",2016,NA,15.3,30.4,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Reiden",2017,NA,15.5,29.7,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Reiden",2018,NA,16,26.1,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Reiden",2019,NA,14.7,25.4,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Reiden",2020,NA,13.5,19.7,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Rigi",2016,4.8,6.2,5.7,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Rigi",2017,4.7,6.6,5.3,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Rigi",2018,6.1,8.5,6.1,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Rigi",2019,4.9,6.9,4.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Rigi",2020,4.6,6.9,4,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Rothenbrunnen",2016,NA,11.5,19.8,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Rothenbrunnen",2017,NA,10.9,24.5,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Rothenbrunnen",2018,NA,12.8,22.6,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Rothenbrunnen",2019,NA,10.7,21.6,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Rothenbrunnen",2020,NA,10.4,18,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","San Vittore",2016,NA,21.6,15.5,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","San Vittore",2017,NA,22.1,17,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","San Vittore",2018,NA,20,14.6,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","San Vittore",2019,13.8,18.4,13.5,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","San Vittore",2020,15.3,19.4,12.8,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Saxon",2016,NA,13.71,16.51,NA,NA,99.53324226,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Saxon",2016,NA,13.71,16.51,NA,NA,99.53324226,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Saxon",2017,NA,15.28,18.21,NA,NA,99.61187215,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Saxon",2017,NA,15.28,18.21,NA,NA,99.61187215,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Saxon",2018,NA,13.19,15.7,NA,NA,99.65753425,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Saxon",2018,NA,13.19,15.7,NA,NA,99.65753425,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Saxon",2019,8,11.99,14.51,NA,NA,99.79452055,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Saxon",2019,8,11.99,14.51,NA,NA,99.79452055,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Saxon",2020,8.6,12.6,13.6,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Schlieren",2018,10.5,15.4,22.2,NA,NA,NA,"BAFU","1 Industrial",2022,NA
"European Region","CHE","Switzerland","Schupfart",2018,11.5,15.6,10.3,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Schupfart",2019,9.5,13.9,8.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Schupfart",2020,8.9,14,7.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Schwyz",2016,NA,14.3,18.1,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Schwyz",2017,NA,15.5,17.5,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Schwyz",2018,NA,15,16.6,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Schwyz",2019,8.5,13.9,16.5,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Schwyz",2020,8.4,11.9,15.4,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Sion",2016,NA,15.05,28.15,NA,NA,NA,"BAFU","2 Traffic",2022,NA
"European Region","CHE","Switzerland","Sion",2017,NA,15.45,28.55,NA,NA,NA,"BAFU","2 Traffic",2022,NA
"European Region","CHE","Switzerland","Sion",2018,NA,14.75,26.45,NA,NA,NA,"BAFU","2 Traffic",2022,NA
"European Region","CHE","Switzerland","Sion",2019,7.9,14.05,25.1,NA,NA,NA,"BAFU","2 Traffic",2022,NA
"European Region","CHE","Switzerland","Sion",2020,8.4,14.1,22.7,NA,NA,NA,"BAFU","2 Traffic",2022,NA
"European Region","CHE","Switzerland","Sissach",2016,NA,16.7,29,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Sissach",2017,NA,16.3,26.9,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Sissach",2018,NA,14.5,14.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Sissach",2019,9,14,15,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Sissach",2020,8.8,13.4,13.7,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Sisseln",2016,NA,16.9,18.7,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Sisseln",2017,10.9,15.5,19.3,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Solothurn",2016,10,14.5,21,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","Solothurn",2017,10,15,21.5,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","Solothurn",2018,11,15,19.5,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","Solothurn",2019,9,13,19,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","Solothurn",2020,9,12.5,16.5,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","St Gallen",2016,NA,11.45,21.25,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","St Gallen",2017,10.2,11.7,20.8,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","St Gallen",2018,10.4,12.55,20.05,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","St Gallen",2019,8.6,10.65,19.8,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","St Gallen",2020,7.35,10.9,17.4,NA,NA,NA,"BAFU","1 Background, 1 Traffic",2022,NA
"European Region","CHE","Switzerland","St. Gallen",2016,NA,8.38,6.12,NA,NA,98.01912568,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","St. Gallen",2017,NA,11.7,20.82,NA,NA,98.78995434,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","St. Gallen",2018,NA,12.53,20.04,NA,NA,98.48744292,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","St. Gallen",2019,NA,10.61,19.86,NA,NA,98.25342466,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Suhr",2016,NA,15.4,29.8,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Suhr",2017,10.6,14.7,27,NA,NA,NA,"BAFU","1 Traffic",2022,NA
