"region","Code_iso3","country_name","city","measure_year","measure_pm25_μg_m3","measure_PM10_μg_m3","measure_NO2_μg_m3","PM25_temporal_coverage","PM10_temporal_coverage","NO2_temporal_coverage","source","monitoring_station_number","database_version","status"
"European Region","CHE","Switzerland","Sursee",2017,NA,9.74,7.96,NA,NA,99.62328767,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Sursee",2018,NA,11.39,9.59,NA,NA,99.28082192,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Sursee",2019,NA,9.75,7.92,NA,NA,99.10958904,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Tänikon",2016,NA,11.4,11.9,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Tänikon",2017,NA,11.3,11.3,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Tänikon",2018,NA,13,12,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Tänikon",2019,7.8,10.9,11.1,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Tänikon",2020,7.1,9.9,9.9,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Thonex",2016,NA,16.19,21.63,NA,NA,99.95446266,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Thonex",2017,NA,16.3,22.2,NA,NA,99.89726027,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Thonex",2018,NA,16.7,18.69,NA,NA,99.82876712,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Thonex",2019,NA,15.75,17.28,NA,NA,99.96575342,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Thônex",2016,NA,16.2,21.7,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Thônex",2017,NA,16.2,22.3,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Thônex",2018,NA,16.2,18.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Thônex",2019,NA,15.5,17.4,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Thônex",2020,9.7,15,15.5,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Thun",2016,NA,13,20.5,NA,NA,NA,"BAFU","2 Background",2022,NA
"European Region","CHE","Switzerland","Thun",2017,NA,13,21.5,NA,NA,NA,"BAFU","2 Background",2022,NA
"European Region","CHE","Switzerland","Thun",2018,NA,13,20,NA,NA,NA,"BAFU","2 Background",2022,NA
"European Region","CHE","Switzerland","Thun",2019,NA,12,18,NA,NA,NA,"BAFU","2 Background",2022,NA
"European Region","CHE","Switzerland","Thun",2020,NA,12.4,16.25,NA,NA,NA,"BAFU","2 Background",2022,NA
"European Region","CHE","Switzerland","Weinfelden",2016,NA,15,19.7,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Weinfelden",2018,NA,15.5,16.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Weinfelden",2020,NA,12.9,13.7,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Winterthur",2016,NA,13.5,18.8,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Winterthur",2017,NA,13.72,17.92,NA,NA,97.6826484,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Winterthur",2017,NA,13.72,17.92,NA,NA,97.6826484,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Winterthur",2018,NA,15.09,16.11,NA,NA,99.61187215,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Winterthur",2018,NA,15.09,16.11,NA,NA,99.61187215,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Winterthur",2019,NA,12.43,15.1,NA,NA,98.90410959,"BAFU, European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Winterthur",2019,NA,12.43,15.1,NA,NA,98.90410959,"BAFU, European Environment Agency (downloaded in 2021)","1 Background",2022,NA
"European Region","CHE","Switzerland","Winterthur",2020,8.8,11.3,14.3,NA,NA,NA,"BAFU","2 Background",2022,NA
"European Region","CHE","Switzerland","Yverdon",2016,NA,14.7,19.2,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Yverdon",2017,NA,17.6,19.6,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Yverdon",2018,NA,15.6,17.6,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Yverdon",2019,9.1,12.7,16.6,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Yverdon",2020,8.6,12.1,15,NA,NA,NA,"BAFU","1 Background",2022,NA
"European Region","CHE","Switzerland","Zug",2016,NA,15.4,28.8,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Zug",2017,NA,14,27.3,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Zug",2018,NA,16.7,25.2,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Zug",2019,NA,15.8,24.1,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Zug",2020,NA,12.5,22,NA,NA,NA,"BAFU","1 Traffic",2022,NA
"European Region","CHE","Switzerland","Zurich",2016,10.08,16.1,33.89,NA,NA,99.50288403,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Zurich",2017,10.44,16.47,32.09,NA,NA,98.80365297,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Zurich",2018,11.36,17.58,30.18,NA,NA,98.9543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Zurich",2019,9.52,15.19,28.53,NA,NA,99.30136986,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","CHE","Switzerland","Zürich",2016,10.9,15.6,32.8,NA,NA,NA,"BAFU","2 Background, 3 Traffic",2022,NA
"European Region","CHE","Switzerland","Zürich",2017,10.63,15.78,32.06,NA,NA,NA,"BAFU","2 Background, 3 Traffic",2022,NA
"European Region","CHE","Switzerland","Zürich",2018,12.32,16.74,30.16,NA,NA,NA,"BAFU","2 Background, 3 Traffic",2022,NA
"European Region","CHE","Switzerland","Zürich",2019,10.32,14.38,28.52,NA,NA,NA,"BAFU","2 Background, 3 Traffic",2022,NA
"European Region","CHE","Switzerland","Zürich",2020,9.85,13.3,23.78,NA,NA,NA,"BAFU","2 Background, 3 Traffic",2022,NA
